school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures.x,paid.x,absences.x,G1.x,G2.x,G3.x,failures.y,paid.y,absences.y,G1.y,G2.y,G3.y,alc_use,high_use
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,no,no,no,no,no,yes,yes,4,1,1,1,1,5,0,no,75,10,9,9,0,no,15,12,9,10,1,FALSE
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,no,no,5,2,5,1,5,4,3,no,6,9,8,10,3,no,6,11,10,11,3,TRUE
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,no,yes,no,yes,no,yes,yes,4,3,5,1,2,3,0,no,0,6,0,0,0,no,12,8,9,10,1.5,FALSE
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,no,0,10,9,0,0,no,6,14,13,14,1,FALSE
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,1,no,16,9,8,7,0,no,4,8,8,8,1,FALSE
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,0,yes,8,12,10,11,0,no,8,10,11,12,2,FALSE
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,0,yes,1,12,12,12,0,no,2,17,17,18,1,FALSE
GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,yes,no,no,yes,yes,no,no,4,3,4,1,1,3,0,no,6,5,6,6,0,no,4,0,11,11,1,FALSE
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,no,4,8,9,10,0,no,0,12,13,13,1,FALSE
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,yes,0,7,0,0,0,no,10,12,10,11,1,FALSE
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,yes,0,8,8,0,0,no,2,12,12,15,1.5,FALSE
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,no,yes,no,yes,yes,yes,no,4,3,3,1,2,2,0,yes,5,18,18,19,0,no,0,18,18,18,1.5,FALSE
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,yes,0,9,10,0,0,no,0,11,12,13,1,FALSE
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,0,no,4,11,10,10,0,no,0,11,12,14,1.5,FALSE
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,yes,4,15,14,14,0,no,10,16,16,16,2,FALSE
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,0,no,7,13,13,14,0,no,4,14,16,17,2.5,TRUE
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,no,0,7,0,0,0,no,8,10,11,12,1,FALSE
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,0,yes,9,9,10,9,0,no,2,14,15,17,1,FALSE
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,0,14,13,14,0,no,0,16,17,17,1,FALSE
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,no,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,0,yes,21,17,18,18,0,no,2,15,15,15,2,FALSE
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,yes,yes,yes,yes,yes,yes,yes,2,4,4,1,1,4,1,no,15,9,8,8,1,no,2,14,12,13,1,FALSE
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,0,yes,2,11,11,11,0,no,0,12,11,13,3,TRUE
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,no,14,12,10,11,0,yes,0,14,15,15,1,FALSE
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,no,yes,no,no,4,4,3,1,1,3,0,yes,2,11,11,11,0,no,2,13,13,13,1,FALSE
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,no,0,8,8,0,0,no,0,10,9,12,1,FALSE
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,0,no,7,16,15,17,0,no,4,14,14,15,1,FALSE
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,no,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,0,yes,10,10,8,8,0,no,0,13,14,14,1.5,FALSE
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,no,yes,no,no,no,no,no,3,4,2,1,1,5,3,no,2,7,8,9,2,no,0,9,10,11,1,FALSE
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,0,yes,10,8,8,8,0,no,4,12,12,12,1.5,FALSE
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,2,yes,15,9,9,9,0,no,16,11,12,12,3,TRUE
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,yes,0,10,9,0,0,no,2,14,13,13,2.5,TRUE
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,0,no,8,9,9,9,0,no,4,10,9,10,1,FALSE
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,yes,2,11,8,8,0,yes,0,7,8,8,1,FALSE
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,no,yes,no,yes,yes,no,yes,5,3,3,1,1,5,0,no,0,9,0,0,0,no,2,12,11,11,1,FALSE
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,no,0,17,16,16,0,no,0,13,14,15,1,FALSE
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,no,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,0,yes,6,10,13,13,0,no,8,12,10,11,4,TRUE
GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,no,yes,no,yes,yes,yes,yes,4,5,2,1,1,3,0,no,0,14,16,16,0,no,0,14,14,15,1,FALSE
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,no,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,yes,0,16,18,18,0,no,0,16,16,16,1,FALSE
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,no,yes,yes,no,yes,yes,yes,1,3,3,5,5,3,0,no,4,13,13,12,0,no,0,11,12,12,5,TRUE
GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,4,2,2,1,2,5,0,yes,2,12,12,11,0,no,8,11,12,12,1.5,FALSE
GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,yes,yes,no,yes,yes,yes,no,5,4,1,1,1,1,0,no,0,8,8,11,0,no,0,9,10,10,1,FALSE
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,no,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,0,yes,6,16,14,15,0,no,6,14,13,13,1.5,FALSE
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,yes,no,no,no,yes,yes,no,5,3,2,1,2,5,0,yes,4,11,10,11,0,no,2,10,9,9,1.5,FALSE
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,yes,yes,yes,no,yes,yes,yes,3,2,2,1,3,3,0,yes,2,10,12,12,0,no,0,11,11,12,2,FALSE
GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0,yes,0,14,15,15,0,no,0,12,12,13,1,FALSE
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,0,no,6,14,13,13,0,no,2,14,13,14,1.5,FALSE
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,yes,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,no,0,13,13,12,0,no,2,9,9,9,2.5,TRUE
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,no,8,11,11,10,0,no,0,12,11,11,1,FALSE
GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,yes,4,15,16,15,0,no,0,11,11,11,3,TRUE
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,no,0,10,10,10,0,no,0,11,9,10,1,FALSE
GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,no,yes,no,yes,yes,no,no,4,3,3,2,2,5,0,yes,2,15,15,14,0,no,4,11,12,13,2,FALSE
GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,5,4,3,1,2,3,0,yes,2,10,10,11,0,no,0,12,12,13,1.5,FALSE
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,0,yes,6,9,9,10,0,no,0,11,11,11,2.5,TRUE
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,no,0,13,14,15,0,no,0,12,13,14,1,FALSE
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,yes,yes,no,yes,yes,yes,no,2,2,2,1,1,3,0,no,0,7,9,0,0,no,6,9,11,11,1,FALSE
GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,no,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,yes,0,12,15,15,0,yes,0,11,12,12,1,FALSE
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,no,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,yes,0,9,11,12,0,yes,0,10,11,11,3.5,TRUE
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,no,yes,yes,yes,yes,no,no,4,4,3,1,1,2,0,no,2,11,13,14,0,no,4,16,15,16,1,FALSE
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,no,yes,yes,no,yes,yes,no,5,3,3,1,1,5,0,no,4,10,13,14,0,yes,2,12,13,12,1,FALSE
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,3,1,1,1,5,0,no,0,17,16,17,0,no,2,15,15,15,1,FALSE
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,0,no,2,19,18,18,0,no,0,14,15,15,1,FALSE
GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,no,yes,yes,yes,yes,no,no,3,2,2,1,1,5,0,no,4,14,15,15,0,no,8,15,15,16,1,FALSE
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,3,no,0,8,9,10,0,no,0,12,11,11,3.5,TRUE
GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,no,yes,no,yes,yes,yes,no,4,2,2,1,1,1,0,yes,0,16,18,19,0,no,0,15,16,17,1,FALSE
GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,no,no,no,yes,yes,no,no,5,5,5,3,4,5,1,no,6,11,11,10,0,no,4,10,9,9,3.5,TRUE
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,0,no,6,18,19,19,0,no,4,13,14,14,1,FALSE
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,0,no,2,9,10,9,0,no,0,14,13,14,1,FALSE
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,no,yes,yes,yes,yes,yes,no,4,3,4,1,1,4,0,no,6,11,13,14,0,no,2,11,12,12,1,FALSE
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,no,no,yes,yes,yes,yes,no,5,3,3,1,3,4,0,yes,4,15,15,15,0,yes,2,13,12,13,2,FALSE
GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,no,0,8,10,12,0,no,0,13,12,12,1,FALSE
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,0,no,10,18,19,19,0,no,10,18,17,18,1,FALSE
GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,4,0,no,2,15,16,18,0,no,0,14,14,14,1,FALSE
GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,no,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,0,yes,2,14,14,14,0,no,0,12,13,12,2,FALSE
GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,no,yes,no,no,yes,yes,yes,5,4,3,2,4,5,0,no,8,12,12,12,0,no,8,10,11,11,3,TRUE
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,no,yes,yes,yes,yes,yes,yes,2,4,3,1,1,5,0,no,7,15,16,15,0,no,4,13,13,13,1,FALSE
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,no,0,8,9,8,0,no,2,14,13,12,2,FALSE
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,no,no,no,no,yes,no,no,4,2,2,1,2,3,0,no,2,17,15,15,0,no,4,12,10,11,1.5,FALSE
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,no,yes,yes,yes,yes,yes,no,4,3,2,3,4,5,0,no,8,8,9,10,0,no,0,11,10,10,3.5,TRUE
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,4,3,3,3,4,3,0,no,10,10,8,9,0,no,8,10,9,11,3.5,TRUE
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,0,no,2,11,15,15,0,yes,6,9,11,11,1,FALSE
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,0,yes,8,18,18,18,0,no,8,14,14,15,3.5,TRUE
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,0,yes,8,9,9,10,0,no,16,10,11,12,4,TRUE
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,yes,0,13,15,15,0,no,0,11,12,11,3,TRUE
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,yes,2,13,15,16,0,no,0,16,17,18,1,FALSE
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,yes,2,11,12,11,0,no,0,10,9,11,1.5,FALSE
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,0,no,6,18,18,18,0,no,7,15,16,16,1,FALSE
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,no,4,10,10,10,0,no,0,9,10,11,3,TRUE
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,1,yes,12,11,10,10,0,no,6,12,10,11,1,FALSE
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,no,0,13,14,14,0,no,0,13,12,12,1,FALSE
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,no,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0,yes,0,13,15,15,0,no,2,13,11,11,1,FALSE
GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,no,2,12,12,14,0,no,0,13,13,14,2,FALSE
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,no,10,11,9,10,0,no,0,12,12,12,2,FALSE
GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,no,yes,no,no,yes,yes,no,5,4,3,1,1,5,0,yes,0,12,14,15,0,no,4,12,12,12,1,FALSE
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,0,no,6,7,10,10,1,no,4,9,11,10,2,FALSE
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,no,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,1,yes,4,10,12,12,1,no,0,10,10,1,4,TRUE
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,no,0,13,14,13,0,no,6,14,14,15,1,FALSE
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,0,no,2,16,18,18,0,no,4,13,14,14,1,FALSE
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,yes,2,12,13,12,0,no,0,11,12,13,1.5,FALSE
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,no,yes,yes,no,yes,yes,no,3,4,5,2,4,2,2,no,0,6,5,0,1,no,4,9,9,10,3,TRUE
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,0,no,4,19,19,20,0,no,2,17,17,17,1,FALSE
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,0,yes,10,9,8,8,0,yes,4,11,10,11,2.5,TRUE
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,no,yes,yes,yes,yes,yes,no,3,4,4,1,4,5,0,no,18,14,11,13,0,no,4,12,13,13,2.5,TRUE
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,0,yes,2,14,13,13,0,no,0,13,13,14,3,TRUE
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,no,0,13,12,12,0,yes,4,14,15,15,1.5,FALSE
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,0,yes,14,7,7,5,0,no,12,9,9,8,5,TRUE
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,no,yes,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,no,0,16,17,17,0,no,0,16,16,16,1,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,no,yes,yes,yes,yes,yes,no,5,4,4,1,2,5,0,no,2,15,15,16,0,no,6,16,14,14,1.5,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,yes,no,yes,no,yes,yes,3,3,2,2,1,5,0,no,0,7,6,0,0,no,16,9,9,8,1.5,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,0,yes,16,10,12,11,0,yes,4,12,11,12,5,TRUE
GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,0,no,4,11,11,11,0,yes,2,12,12,13,1,FALSE
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,no,yes,no,yes,yes,no,no,4,1,3,3,5,5,0,no,18,8,6,7,0,no,6,9,9,10,4,TRUE
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,4,2,1,1,5,0,yes,18,9,7,6,0,no,2,9,9,9,1,FALSE
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,1,no,0,14,12,12,2,no,0,10,10,10,2,FALSE
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,1,no,6,12,13,14,1,no,6,9,10,10,4,TRUE
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,yes,0,15,15,15,0,no,0,13,14,16,1.5,FALSE
GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,no,0,12,12,11,0,no,0,13,12,13,1,FALSE
GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,5,4,4,2,4,5,0,no,0,13,13,12,0,no,2,10,10,10,3,TRUE
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,no,yes,yes,yes,yes,yes,no,2,3,3,2,2,2,2,no,8,9,9,9,0,no,4,12,11,11,2,FALSE
GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,no,2,15,15,16,0,no,0,12,13,14,2,FALSE
GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,0,yes,4,8,10,10,0,no,6,12,12,12,2,FALSE
GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,0,yes,10,15,15,15,0,no,6,12,12,13,1.5,FALSE
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,no,0,6,0,0,0,no,7,14,14,15,1,FALSE
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,no,yes,yes,no,yes,no,yes,3,5,2,2,2,1,0,yes,2,15,14,14,0,no,2,16,17,18,2,FALSE
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,no,no,no,yes,yes,no,no,3,1,3,1,5,3,0,no,4,8,9,10,0,no,6,9,9,10,3,TRUE
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,no,yes,yes,yes,yes,yes,no,5,2,4,1,4,5,1,no,20,9,7,8,1,no,14,12,11,11,2.5,TRUE
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,no,0,8,12,12,0,no,0,12,12,13,3,TRUE
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,0,yes,4,11,11,11,0,no,0,12,13,13,1,FALSE
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,no,yes,no,yes,yes,yes,no,4,4,5,5,5,4,0,no,8,11,10,10,0,no,2,11,10,10,5,TRUE
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,no,0,10,0,0,0,no,2,10,9,10,3,TRUE
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,2,3,4,0,yes,2,10,11,12,0,no,0,12,12,12,2.5,TRUE
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,3,no,0,5,8,7,0,no,0,8,8,8,3,TRUE
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,no,no,no,yes,yes,no,no,2,2,2,3,3,5,0,no,8,16,12,13,3,no,14,9,8,10,3,TRUE
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,2,no,0,7,6,0,1,yes,8,8,8,9,2,FALSE
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,yes,2,12,10,11,0,no,0,12,12,12,1.5,FALSE
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,0,yes,12,7,8,8,0,no,16,10,11,12,4.5,TRUE
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,5,4,5,1,2,5,3,no,0,5,0,0,0,no,22,9,7,6,1.5,FALSE
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,yes,yes,yes,yes,no,yes,no,4,5,1,1,1,3,3,no,2,8,8,10,3,no,0,9,9,10,1,FALSE
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,0,no,4,12,12,13,0,no,2,9,12,13,1,FALSE
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,yes,2,9,9,10,0,no,0,11,11,14,3.5,TRUE
GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,no,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,3,no,16,6,5,5,3,yes,2,8,8,7,3,TRUE
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,4,4,3,1,3,5,0,yes,4,14,12,11,0,no,0,14,15,15,2,FALSE
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,0,no,4,6,5,6,0,no,4,11,9,10,2.5,TRUE
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,no,3,14,15,16,0,no,0,17,18,17,4,TRUE
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,4,0,no,12,12,12,11,0,no,6,11,13,14,2.5,TRUE
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,0,no,4,10,10,11,0,yes,4,11,11,13,1,FALSE
